全国地方公共団体コード,ID,地方公共団体名,種別,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,口径,備考
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字泉屋51番地,岩手県,西磐井郡平泉町,平泉字泉屋,51番地,,38.9870775389954,141.1186472343140,,1-24
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字志羅山34番地,岩手県,西磐井郡平泉町,平泉字志羅山,34番地,,38.9856766935724,141.1157180183780,,1-25
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字瀬原22番地,岩手県,西磐井郡平泉町,平泉字瀬原,22番地,,39.0117840000009,141.1142534484330,,2-1
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字瀬原164番地1,岩手県,西磐井郡平泉町,平泉字瀬原,164番地1,,39.0137648600674,141.1129654869320,,2-2
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字瀬原64番地,岩手県,西磐井郡平泉町,平泉字瀬原,64番地,,39.0133157414322,141.1154415943510,,2-3
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字森下,岩手県,西磐井郡平泉町,平泉字森下,,,39.0164423084427,141.1137849018160,,2-4
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字森下94番地,岩手県,西磐井郡平泉町,平泉字森下,94番地,,39.0170091496537,141.1153513118950,,2-5
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字瀬原142番地,岩手県,西磐井郡平泉町,平泉字瀬原,142番地,,39.0145759163212,141.1105942210000,,2-6
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字上徳沢65番地,岩手県,西磐井郡平泉町,平泉字上徳沢,65番地,,39.0224200350365,141.1090476362540,,2-7
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字上徳沢65番地,岩手県,西磐井郡平泉町,平泉字上徳沢,65番地,,39.0235702872667,141.1071539966340,,2-8
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字森下130番地4,岩手県,西磐井郡平泉町,平泉字森下,130番地4,,39.0171854685600,141.1114407857500,,2-9
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字樋渡45番地2,岩手県,西磐井郡平泉町,平泉字樋渡,45番地2,,38.9814680576572,141.1134484913130,,3-1
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字新井田1番地1,岩手県,西磐井郡平泉町,平泉字新井田,1番地1,,38.9798470347298,141.1161949116320,,3-2
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字高田97番地,岩手県,西磐井郡平泉町,平泉字高田,97番地,,38.9689607413459,141.1199856545500,,3-3
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字祇園13番地2,岩手県,西磐井郡平泉町,平泉字祇園,13番地2,,38.9776737180712,141.1149479110420,,3-4
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字祇園53番地,岩手県,西磐井郡平泉町,平泉字祇園,53番地,,38.9763900010033,141.1167931245330,,3-5
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字佐野82番地,岩手県,西磐井郡平泉町,平泉字佐野,82番地,,38.9708225652260,141.1200454563700,,3-6
034030,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字高田93番地,岩手県,西磐井郡平泉町,平泉字高田,93番地,,38.9692651201762,141.1210772582590,,員数外
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字宿20番地4,岩手県,西磐井郡平泉町,平泉字宿,20番地4,,38.9658561018855,141.1230586177450,,3-8
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字大佐42番地,岩手県,西磐井郡平泉町,平泉字大佐,42番地,,38.9591514299783,141.1276319927420,,3-9
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字正法126番地,岩手県,西磐井郡平泉町,平泉字正法,126番地,,38.9597811086697,141.1260467171970,,3-10
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字正法71番地,岩手県,西磐井郡平泉町,平泉字正法,71番地,,38.9616154236929,141.1250716747860,,3-11
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字大平36番地,岩手県,西磐井郡平泉町,平泉字大平,36番地,,38.9580265186866,141.1159742220870,,3-12
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字宿3番地12,岩手県,西磐井郡平泉町,平泉字宿,3番地12,,38.9638715127511,141.1197778974670,,3-13
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字高田53番地5,岩手県,西磐井郡平泉町,平泉字高田,53番地5,,38.9687365150588,141.1167858937990,,3-14
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字大平47番地1,岩手県,西磐井郡平泉町,平泉字大平,47番地1,,38.9581345309906,141.1141948275680,,3-15
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字高田前112番地,岩手県,西磐井郡平泉町,平泉字高田前,112番地,,38.9671576563023,141.1187935166220,,3-16
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字塩沢132番地16,岩手県,西磐井郡平泉町,平泉字塩沢,132番地16,,38.9646992775668,141.1245304870120,,3-17
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字三日町147番地,岩手県,西磐井郡平泉町,平泉字三日町,147番地,,38.9730979284855,141.1187428066580,,3-18
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字三日町22番地2,岩手県,西磐井郡平泉町,平泉字三日町,22番地2,,38.9782920014951,141.1165206618550,,3-19
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字大佐81番地1,岩手県,西磐井郡平泉町,平泉字大佐,81番地1,,38.9569122689929,141.1247940975500,,3-20
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字毛越126番地,岩手県,西磐井郡平泉町,平泉字毛越,126番地,,38.9818248216121,141.1047029931640,,4-1
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字北沢63番地3,岩手県,西磐井郡平泉町,平泉字北沢,63番地3,,38.9715787744874,141.0580183293900,,4-2
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字上窟22番地,岩手県,西磐井郡平泉町,平泉字上窟,22番地,,38.9673262038091,141.0540172870180,,4-3
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字毛越189番地5,岩手県,西磐井郡平泉町,平泉字毛越,189番地5,,38.9835386347439,141.1051055422820,,4-4
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字善阿弥28番地,岩手県,西磐井郡平泉町,平泉字善阿弥,28番地,,38.9777914220580,141.0940520864590,,4-5
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字西風64番地,岩手県,西磐井郡平泉町,平泉字西風,64番地,,38.9700073568511,141.0839788866720,,4-6
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字毛越38番地7,岩手県,西磐井郡平泉町,平泉字毛越,38番地7,,38.9799206040455,141.1045700844930,,4-7
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字片岡103番地,岩手県,西磐井郡平泉町,平泉字片岡,103番地,,38.9716823513853,141.1100773864590,,4-8
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字小金沢27番地4,岩手県,西磐井郡平泉町,平泉字小金沢,27番地4,,38.9698597287014,141.0999176649930,,4-9
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字八日講168番地,岩手県,西磐井郡平泉町,平泉字八日講,168番地,,38.9758681703964,141.0978828422820,,4-10
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字片岡72番地,岩手県,西磐井郡平泉町,平泉字片岡,72番地,,38.9709950445978,141.1087097950320,,4-11
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字要害122番地1,岩手県,西磐井郡平泉町,平泉字要害,122番地1,,38.9770560190456,141.0880300300340,,4-12
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字山岸102番地,岩手県,西磐井郡平泉町,平泉字山岸,102番地,,38.9755994902300,141.0773517178180,,4-13
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字片岡128番地,岩手県,西磐井郡平泉町,平泉字片岡,128番地,,38.9714090172710,141.1121788858570,,4-14
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字衣関39番地,岩手県,西磐井郡平泉町,平泉字衣関,39番地,,38.9982939842427,141.1081569133720,,5-1
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字衣関222番地10,岩手県,西磐井郡平泉町,平泉字衣関,222番地10,,39.0034090915440,141.1058690588710,,5-2
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字衣関1番地7,岩手県,西磐井郡平泉町,平泉字衣関,1番地7,,38.9963089843468,141.1110364840610,,5-3
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字坂下225番地10,岩手県,西磐井郡平泉町,平泉字坂下,225番地10,,38.9995042446881,141.1110181756950,,5-5
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字坂下39番地27,岩手県,西磐井郡平泉町,平泉字坂下,39番地27,,39.0017660553875,141.1077967340530,,5-6
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字衣関36番地10,岩手県,西磐井郡平泉町,平泉字衣関,36番地10,,38.9977797394596,141.1068731088190,,5-7
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字東郷46番地,岩手県,西磐井郡平泉町,平泉字東郷,46番地,,39.0011345980340,141.0853083925630,,6-1
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字東郷91番地,岩手県,西磐井郡平泉町,平泉字東郷,91番地,,39.0010266344969,141.0818626134480,,6-2
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字南沢158番地,岩手県,西磐井郡平泉町,平泉字南沢,158番地,,38.9852560469676,141.0649564496740,,6-3
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字広滝22番地,岩手県,西磐井郡平泉町,平泉字広滝,22番地,,38.9975725653541,141.0676951705610,,6-4
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字西郷37番地2,岩手県,西磐井郡平泉町,平泉字西郷,37番地2,,39.0017662086038,141.0761660888670,,6-5
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字長倉44番地,岩手県,西磐井郡平泉町,平泉字長倉,44番地,,38.9833620374943,141.0455625650950,,6-6
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字境田24番地,岩手県,西磐井郡平泉町,長島字境田,24番地,,38.9920392620820,141.1385889698510,,7-2
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字生江田,岩手県,西磐井郡平泉町,長島字生江田,,,38.9992658704835,141.1388567461850,,7-3
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字砂子沢172番地6,岩手県,西磐井郡平泉町,長島字砂子沢,172番地6,,38.9958795591163,141.1443817841670,,7-4
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字砂子沢106番地,岩手県,西磐井郡平泉町,長島字砂子沢,106番地,,38.9982879845728,141.1490345397410,,7-5
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字俄坂21番地1,岩手県,西磐井郡平泉町,長島字俄坂,21番地1,,38.9989750266127,141.1552576472250,,7-6
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字深山95番地363,岩手県,西磐井郡平泉町,長島字深山,95番地363,,39.0110620324715,141.1711911742700,,7-7
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字深山6番地3,岩手県,西磐井郡平泉町,長島字深山,6番地3,,39.0024353354399,141.1583595535310,,7-8
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字束稲40番地,岩手県,西磐井郡平泉町,長島字束稲,40番地,,39.0017714805308,141.1718048331290,,7-9
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字杉64番地,岩手県,西磐井郡平泉町,長島字杉,64番地,,38.9893263753678,141.1417505686050,,7-10
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字舘岡18番地,岩手県,西磐井郡平泉町,長島字舘岡,18番地,,38.9871329901466,141.1410051330440,,7-11
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字半行16番地,岩手県,西磐井郡平泉町,長島字半行,16番地,,38.9976346052502,141.1586719797550,,7-12
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字砂子沢181番地1,岩手県,西磐井郡平泉町,長島字砂子沢,181番地1,,38.9967309884472,141.1459612901130,,7-13
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字山田,岩手県,西磐井郡平泉町,長島字山田,,,39.0063058266099,141.1538628985050,,7-14
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字石合33番地,岩手県,西磐井郡平泉町,長島字石合,33番地,,38.9996720030231,141.1479196940030,,7-15
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字山王102番地1,岩手県,西磐井郡平泉町,長島字山王,102番地1,,38.9887343918257,141.1466257175380,,8-1
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字古舘44番地,岩手県,西磐井郡平泉町,長島字古舘,44番地,,38.9844495078748,141.1453913416380,,8-2
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字佐野35番地,岩手県,西磐井郡平泉町,長島字佐野,35番地,,38.9825145928076,141.1493527161760,,8-3
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字赤伏前27番地,岩手県,西磐井郡平泉町,長島字赤伏前,27番地,,38.9846892538888,141.1511809502330,,8-4
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字下長根34番地,岩手県,西磐井郡平泉町,長島字下長根,34番地,,38.9802805495705,141.1541369232450,,8-5
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字小戸24番地3,岩手県,西磐井郡平泉町,長島字小戸,24番地3,,38.9864886328587,141.1538602784650,,8-6
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字遠代田48番地,岩手県,西磐井郡平泉町,長島字遠代田,48番地,,38.9954449895612,141.1655436761890,,8-7
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字八森34番地2,岩手県,西磐井郡平泉町,長島字八森,34番地2,,38.9916392187365,141.1585879558190,,8-8
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字白山3番地,岩手県,西磐井郡平泉町,長島字白山,3番地,,38.9844898726132,141.1497525931480,,8-9
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字東岳26番地,岩手県,西磐井郡平泉町,長島字東岳,26番地,,38.9920191815229,141.1694248201940,,8-10
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字須崎52番地,岩手県,西磐井郡平泉町,長島字須崎,52番地,,38.9810379483734,141.1501248012050,,8-11
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字平石沢39番地,岩手県,西磐井郡平泉町,長島字平石沢,39番地,,38.9901120980822,141.1495552404350,,8-12
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字山谷49番地,岩手県,西磐井郡平泉町,長島字山谷,49番地,,38.9900254432889,141.1528754753730,,8-13
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字中村,岩手県,西磐井郡平泉町,長島字中村,,,38.9934041346765,141.1664314872900,,8-14
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字八森52番地,岩手県,西磐井郡平泉町,長島字八森,52番地,,38.9928269209445,141.1571148821200,,8-15
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字白山18番地4,岩手県,西磐井郡平泉町,長島字白山,18番地4,,38.9861410243317,141.1483687061740,,8-16
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字平石沢66番地1,岩手県,西磐井郡平泉町,長島字平石沢,66番地1,,38.9922806629539,141.1540220313140,,8-17
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字生江田2番地,岩手県,西磐井郡平泉町,長島字生江田,2番地,,38.9996652098913,141.1350070539080,,9-1
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字生江田26番地1,岩手県,西磐井郡平泉町,長島字生江田,26番地1,,39.0011647554319,141.1359926846120,,9-2
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字竜ケ坂34番地,岩手県,西磐井郡平泉町,長島字竜ケ坂,34番地,,39.0028990189078,141.1365147471580,,9-3
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字竜ケ坂57番地,岩手県,西磐井郡平泉町,長島字竜ケ坂,57番地,,39.0044779359145,141.1365565293810,,9-4
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字竜ケ坂21番地1,岩手県,西磐井郡平泉町,長島字竜ケ坂,21番地1,,39.0024873970773,141.1404182072600,,9-5
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字滝の沢105番地,岩手県,西磐井郡平泉町,長島字滝の沢,105番地,,39.0068093281812,141.1417681550920,,9-6
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字滝の沢185番地2,岩手県,西磐井郡平泉町,長島字滝の沢,185番地2,,39.0089948931985,141.1395494549630,,9-7
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字月舘85番地2,岩手県,西磐井郡平泉町,長島字月舘,85番地2,,39.0161460662923,141.1386666909160,,9-8
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字竜ケ坂132番地,岩手県,西磐井郡平泉町,長島字竜ケ坂,132番地,,39.0050766891324,141.1463862454200,,9-9
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字二反田21番地,岩手県,西磐井郡平泉町,長島字二反田,21番地,,39.0120326539604,141.1367082012010,,9-10
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字生江田54番地1,岩手県,西磐井郡平泉町,長島字生江田,54番地1,,39.0012101463965,141.1390557538670,,9-11
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字二反田120番地,岩手県,西磐井郡平泉町,長島字二反田,120番地,,39.0100857081961,141.1371510675390,,9-12
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町長島字滝の沢46番地,岩手県,西磐井郡平泉町,長島字滝の沢,46番地,,39.0062306945995,141.1382235944320,,9-13
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字衣関中尊寺内,岩手県,西磐井郡平泉町,平泉字衣関,中尊寺内,,39.0000151582040,141.1051181760940,,中-1
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字衣関中尊寺内,岩手県,西磐井郡平泉町,平泉字衣関,中尊寺内,,39.0018494657841,141.0996169653720,,中-2
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字衣関中尊寺内,岩手県,西磐井郡平泉町,平泉字衣関,中尊寺内,,38.9992084647161,141.0908059086770,,中-3
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字衣関中尊寺内,岩手県,西磐井郡平泉町,平泉字衣関,中尊寺内,,39.0043673923744,141.0942096319710,,中-4
034029,,岩手県西磐井郡平泉町,防火水槽,034029,,岩手県西磐井郡平泉町平泉字衣関中尊寺内,岩手県,西磐井郡平泉町,平泉字衣関,中尊寺内,,39.0018974072755,141.1001829114920,,員数外
