全国地方公共団体コード,ID,地方公共団体名,種別,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,口径,備考
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字泉屋14番地,岩手県,西磐井郡平泉町,平泉字泉屋,14番地,,38.9863464631357,141.1165229289340,,1-1
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字志羅山,岩手県,西磐井郡平泉町,平泉字志羅山,,,38.9874723199752,141.1159456381540,,1-2
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字志羅山3番地,岩手県,西磐井郡平泉町,平泉字志羅山,3番地,,38.9885159157107,141.1160787797050,,1-3
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字泉屋75番地,岩手県,西磐井郡平泉町,平泉字泉屋,75番地,,38.9884335223182,141.1167662496600,,1-4
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字鈴沢10番地3,岩手県,西磐井郡平泉町,平泉字鈴沢,10番地3,,38.9895996066863,141.1168683263880,,1-5
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字鈴沢7番地2,岩手県,西磐井郡平泉町,平泉字鈴沢,7番地2,,38.9898078976289,141.1161390445730,,1-6
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字泉屋51番地,岩手県,西磐井郡平泉町,平泉字泉屋,51番地,,38.9871004723253,141.1188081668600,,1-7
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字泉屋99番地3,岩手県,西磐井郡平泉町,平泉字泉屋,99番地3,,38.9898329792004,141.1188709214970,,1-8
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字伽羅楽11番地,岩手県,西磐井郡平泉町,平泉字伽羅楽,11番地,,38.9905180480107,141.1194952031160,,1-9
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字鈴沢32番地6,岩手県,西磐井郡平泉町,平泉字鈴沢,32番地6,,38.9909472929260,141.1170448519840,,1-10
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字花立209番地,岩手県,西磐井郡平泉町,平泉字花立,209番地,,38.9920653377082,141.1171940808200,,1-11
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字伽羅楽,岩手県,西磐井郡平泉町,平泉字伽羅楽,,,38.9928491811733,141.1194042210600,,1-12
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字柳の御所,岩手県,西磐井郡平泉町,平泉字柳の御所,,,38.9935162751831,141.1185137276510,,1-13
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字柳の御所,岩手県,西磐井郡平泉町,平泉字柳の御所,,,38.9951256135509,141.1157939676760,,1-14
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字花立199番地,岩手県,西磐井郡平泉町,平泉字花立,199番地,,38.9932065869345,141.1164857183070,,1-15
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字花立120番地,岩手県,西磐井郡平泉町,平泉字花立,120番地,,38.9947322177444,141.1142599533620,,1-16
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字花立18番地4,岩手県,西磐井郡平泉町,平泉字花立,18番地4,,38.9961320556611,141.1121640241960,,1-17
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字花立41番地30,岩手県,西磐井郡平泉町,平泉字花立,41番地30,,38.9942830253438,141.1105037624780,,1-19
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字花立44番地,岩手県,西磐井郡平泉町,平泉字花立,44番地,,38.9930819120379,141.1117105852030,,1-20
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字花立65番地1,岩手県,西磐井郡平泉町,平泉字花立,65番地1,,38.9914070373980,141.1114013801460,,1-21
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字鈴沢67番地1,岩手県,西磐井郡平泉町,平泉字鈴沢,67番地1,,38.9913625275047,141.1145391447690,,1-22
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字志羅山138番地5,岩手県,西磐井郡平泉町,平泉字志羅山,138番地5,,38.9895277281339,141.1132370508410,,1-23
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字志羅山155番地2,岩手県,西磐井郡平泉町,平泉字志羅山,155番地2,,38.9885455421180,141.1140324427100,,1-24
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字志羅山152番地2,岩手県,西磐井郡平泉町,平泉字志羅山,152番地2,,38.9874173003895,141.1143078654740,,1-25
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字志羅山115番地2,岩手県,西磐井郡平泉町,平泉字志羅山,115番地2,,38.9873307110696,141.1117969373500,,1-26
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字大沢15番地,岩手県,西磐井郡平泉町,平泉字大沢,15番地,,38.9907652148308,141.1098782687150,,1-27
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字大沢11番地2,岩手県,西磐井郡平泉町,平泉字大沢,11番地2,,38.9897154129659,141.1099905312790,,1-28
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字大沢58番地,岩手県,西磐井郡平泉町,平泉字大沢,58番地,,38.9872521503349,141.1093240548830,,1-29
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字大沢,岩手県,西磐井郡平泉町,平泉字大沢,,,38.9871979443768,141.1063763071500,,1-30
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字大沢95番地2,岩手県,西磐井郡平泉町,平泉字大沢,95番地2,,38.9874054691826,141.1004311944320,,1-31
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字倉町,岩手県,西磐井郡平泉町,平泉字倉町,,,38.9851392130071,141.1104519273250,,1-32
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字倉町,岩手県,西磐井郡平泉町,平泉字倉町,,,38.9858522471368,141.1114336158320,,1-33
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字志羅山,岩手県,西磐井郡平泉町,平泉字志羅山,,,38.9862775623257,141.1143035794890,,1-34
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字志羅山22番地8,岩手県,西磐井郡平泉町,平泉字志羅山,22番地8,,38.9864906895369,141.1157661183410,,1-35
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字花立4番地70,岩手県,西磐井郡平泉町,平泉字花立,4番地70,,38.9939807173885,141.1079450643320,,1-36
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字花立54番地20,岩手県,西磐井郡平泉町,平泉字花立,54番地20,,38.9928127329859,141.1072723257140,,1-37
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字大沢179番地25,岩手県,西磐井郡平泉町,平泉字大沢,179番地25,,38.9906592327327,141.0988794410600,,1-38
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字鈴沢66番地1,岩手県,西磐井郡平泉町,平泉字鈴沢,66番地1,,38.9907047246839,141.1147665466270,,1-39
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字柳の御所,岩手県,西磐井郡平泉町,平泉字柳の御所,,,38.9967481328833,141.1138653243950,,1-40
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字泉屋25番地1,岩手県,西磐井郡平泉町,平泉字泉屋,25番地1,,38.9865205710652,141.1180163017680,,1-46
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字柳の御所56番地11,岩手県,西磐井郡平泉町,平泉字柳の御所,56番地11,,38.9953648848982,141.1147024255790,,1-47
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字志羅山136番地3,岩手県,西磐井郡平泉町,平泉字志羅山,136番地3,,38.9880470470449,141.1137645392050,,1-48
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字泉屋92番地,岩手県,西磐井郡平泉町,平泉字泉屋,92番地,,38.9900718873984,141.1171037526540,,1-49
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字倉町67番地34,岩手県,西磐井郡平泉町,平泉字倉町,67番地34,,38.9836079125024,141.1077745661860,,1-50
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字田面54番地24,岩手県,西磐井郡平泉町,平泉字田面,54番地24,,38.9813441705136,141.1091648489860,,1-51
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字大沢113番地9,岩手県,西磐井郡平泉町,平泉字大沢,113番地9,,38.9866548287336,141.0977862894590,,1-52
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字花立166番地2,岩手県,西磐井郡平泉町,平泉字花立,166番地2,,38.9913438179813,141.1157864954920,,1-53
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字花立41番地8,岩手県,西磐井郡平泉町,平泉字花立,41番地8,,38.9949030025534,141.1120972975520,,1-54
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字伽羅楽108番地1,岩手県,西磐井郡平泉町,平泉字伽羅楽,108番地1,,38.9922699366565,141.1211742569920,,1-55
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字柳の御所26番地3,岩手県,西磐井郡平泉町,平泉字柳の御所,26番地3,,38.9954552798790,141.1134602238600,,1-56
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字瀬原5番地7,岩手県,西磐井郡平泉町,平泉字瀬原,5番地7,,39.0115207406400,141.1122491196430,,2-1
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字瀬原181番地1,岩手県,西磐井郡平泉町,平泉字瀬原,181番地1,,39.0135420999715,141.1153105992100,,2-2
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字森下121番地1,岩手県,西磐井郡平泉町,平泉字森下,121番地1,,39.0166929234294,141.1142217771080,,2-3
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字森下21番地1,岩手県,西磐井郡平泉町,平泉字森下,21番地1,,39.0160932600889,141.1126015570050,,2-4
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字瀬原,岩手県,西磐井郡平泉町,平泉字瀬原,,,39.0136504300663,141.1131621210000,,2-5
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字宿41番地7,岩手県,西磐井郡平泉町,平泉字宿,41番地7,,38.9629546080774,141.1170979838930,,3-1
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字新井田28番地3,岩手県,西磐井郡平泉町,平泉字新井田,28番地3,,38.9802837025911,141.1146870312780,,3-2
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字上野台,岩手県,西磐井郡平泉町,平泉字上野台,,,38.9791556822907,141.1164653358390,,3-3
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字三日町9番地6,岩手県,西磐井郡平泉町,平泉字三日町,9番地6,,38.9792953826271,141.1191529092750,,3-4
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字祇園8番地,岩手県,西磐井郡平泉町,平泉字祇園,8番地,,38.9775854443288,141.1162083232750,,3-5
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字三日町77番地3,岩手県,西磐井郡平泉町,平泉字三日町,77番地3,,38.9751103901021,141.1173748127300,,3-6
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字佐野原17番地1,岩手県,西磐井郡平泉町,平泉字佐野原,17番地1,,38.9724630296821,141.1185527858310,,3-7
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字佐野80番地4,岩手県,西磐井郡平泉町,平泉字佐野,80番地4,,38.9703864003181,141.1202364493590,,3-8
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字宿21番地3,岩手県,西磐井郡平泉町,平泉字宿,21番地3,,38.9651632442097,141.1238296386970,,3-9
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字塩沢125番地1,岩手県,西磐井郡平泉町,平泉字塩沢,125番地1,,38.9636047581677,141.1257570868910,,3-10
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字大佐49番地,岩手県,西磐井郡平泉町,平泉字大佐,49番地,,38.9590229009261,141.1280074299300,,3-11
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字正法128番地,岩手県,西磐井郡平泉町,平泉字正法,128番地,,38.9599615420693,141.1262184135690,,3-12
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字正法87番地4,岩手県,西磐井郡平泉町,平泉字正法,87番地4,,38.9610866538468,141.1243630153410,,3-13
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字大平24番地1,岩手県,西磐井郡平泉町,平泉字大平,24番地1,,38.9593432466252,141.1179021796760,,3-14
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字樋の沢5番地,岩手県,西磐井郡平泉町,平泉字樋の沢,5番地,,38.9622380652802,141.1207229772310,,3-15
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字高田前112番地,岩手県,西磐井郡平泉町,平泉字高田前,112番地,,38.9665465929018,141.1182007452760,,3-16
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字樋渡42番地1,岩手県,西磐井郡平泉町,平泉字樋渡,42番地1,,38.9814355322743,141.1134206956960,,3-17
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字高田33番地2,岩手県,西磐井郡平泉町,平泉字高田,33番地2,,38.9695588253556,141.1167885582590,,3-18
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字高田前112番地,岩手県,西磐井郡平泉町,平泉字高田前,112番地,,38.9671513717093,141.1188337466230,,3-19
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字大佐73番地3,岩手県,西磐井郡平泉町,平泉字大佐,73番地3,,38.9574074715168,141.1248701773140,,3-20
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字佐野原59番地1,岩手県,西磐井郡平泉町,平泉字佐野原,59番地1,,38.9715895247573,141.1149195643310,,3-21
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字高田107番地,岩手県,西磐井郡平泉町,平泉字高田,107番地,,38.9687813905352,141.1191588515140,,3-22
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字高田前105番地1,岩手県,西磐井郡平泉町,平泉字高田前,105番地1,,38.9659419606500,141.1198202275680,,3-23
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字上野台108番地5,岩手県,西磐井郡平泉町,平泉字上野台,108番地5,,38.9813006202766,141.1181792070830,,3-24
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字上野台108番地5,岩手県,西磐井郡平泉町,平泉字上野台,108番地5,,38.9813214704600,141.1194666674510,,3-25
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字上野台108番地5,岩手県,西磐井郡平泉町,平泉字上野台,108番地5,,38.9815966923055,141.1186137249570,,3-26
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字樋渡53番地2,岩手県,西磐井郡平泉町,平泉字樋渡,53番地2,,38.9809426087332,141.1161975080060,,番号なし
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字新井田39番地5,岩手県,西磐井郡平泉町,平泉字新井田,39番地5,,38.9792649854094,141.1113466035010,,3-27
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字佐野60番地,岩手県,西磐井郡平泉町,平泉字佐野,60番地,,38.9692874469768,141.1212260575860,,3-28
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字樋の沢51番地,岩手県,西磐井郡平泉町,平泉字樋の沢,51番地,,38.9625730363528,141.1227781876060,,3-29
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字毛越126番地,岩手県,西磐井郡平泉町,平泉字毛越,126番地,,38.9820958716230,141.1046734894580,,4-1
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字毛越41番地1,岩手県,西磐井郡平泉町,平泉字毛越,41番地1,,38.9797177892984,141.1048454552240,,4-2
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字更の上80番地4,岩手県,西磐井郡平泉町,平泉字更の上,80番地4,,38.9751951429162,141.1003843201490,,4-3
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字善阿弥28番地,岩手県,西磐井郡平泉町,平泉字善阿弥,28番地,,38.9778899995381,141.0941725482210,,4-4
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字要害166番地,岩手県,西磐井郡平泉町,平泉字要害,166番地,,38.9763001470198,141.0861881729950,,4-5
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字西風52番地8,岩手県,西磐井郡平泉町,平泉字西風,52番地8,,38.9712135466659,141.0837858648570,,4-6
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字山岸60番地,岩手県,西磐井郡平泉町,平泉字山岸,60番地,,38.9741724369160,141.0783464913130,,4-7
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字髢石51番地,岩手県,西磐井郡平泉町,平泉字髢石,51番地,,38.9701427901506,141.0695349061510,,4-8
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字八日講105番地2,岩手県,西磐井郡平泉町,平泉字八日講,105番地2,,38.9754026675958,141.0969241650880,,4-9
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字金堀沢94番地,岩手県,西磐井郡平泉町,平泉字金堀沢,94番地,,38.9737182831766,141.0888259643310,,4-10
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字片岡69番地,岩手県,西磐井郡平泉町,平泉字片岡,69番地,,38.9718763004319,141.1092808392780,,4-11
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字小金沢10番地,岩手県,西磐井郡平泉町,平泉字小金沢,10番地,,38.9719465070837,141.1028805214970,,4-12
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字新井田104番地2,岩手県,西磐井郡平泉町,平泉字新井田,104番地2,,38.9747787509452,141.1093182085130,,4-13
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字片岡79番地,岩手県,西磐井郡平泉町,平泉字片岡,79番地,,38.9705254799379,141.1079345466230,,4-14
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字北沢70番地,岩手県,西磐井郡平泉町,平泉字北沢,70番地,,38.9703500939495,141.0602302778220,,4-15
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字北沢16番地,岩手県,西磐井郡平泉町,平泉字北沢,16番地,,38.9680603523932,141.0588945377180,,4-16
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字毛越136番地,岩手県,西磐井郡平泉町,平泉字毛越,136番地,,38.9820310816523,141.1065357386970,,4-17
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字日照田44番地,岩手県,西磐井郡平泉町,平泉字日照田,44番地,,38.9780492541900,141.0991229354950,,4-18
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字熊野前49番地,岩手県,西磐井郡平泉町,平泉字熊野前,49番地,,38.9754995549001,141.0825690698960,,4-19
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字衣関37番地,岩手県,西磐井郡平泉町,平泉字衣関,37番地,,38.9978757214433,141.1088259784960,,5-1
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字衣関219番地2,岩手県,西磐井郡平泉町,平泉字衣関,219番地2,,39.0026770346176,141.1059886803520,,5-2
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字坂下27番地3,岩手県,西磐井郡平泉町,平泉字坂下,27番地3,,39.0000286864221,141.1082168158500,,5-4
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字衣関3番地1,岩手県,西磐井郡平泉町,平泉字衣関,3番地1,,38.9974400581035,141.1099865753780,,5-5
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字坂下,岩手県,西磐井郡平泉町,平泉字坂下,,,39.0010694677349,141.1062410833580,,5-6
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字衣関2番地5,岩手県,西磐井郡平泉町,平泉字衣関,2番地5,,38.9960979122655,141.1101048054780,,5-7
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字衣関18番地69,岩手県,西磐井郡平泉町,平泉字衣関,18番地69,,38.9936620212309,141.1051780074990,,5-8
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字衣関18番地32,岩手県,西磐井郡平泉町,平泉字衣関,18番地32,,38.9930699768563,141.1040514796780,,5-9
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字東郷42番地1,岩手県,西磐井郡平泉町,平泉字東郷,42番地1,,39.0003647825722,141.0853097336410,,6-1
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字東郷91番地,岩手県,西磐井郡平泉町,平泉字東郷,91番地,,39.0009891147222,141.0819484447700,,6-2
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字広滝40番地,岩手県,西磐井郡平泉町,平泉字広滝,40番地,,38.9966674137524,141.0662340908060,,6-3
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字広滝134番地,岩手県,西磐井郡平泉町,平泉字広滝,134番地,,38.9948579488672,141.0591616140780,,6-4
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字南沢149番地,岩手県,西磐井郡平泉町,平泉字南沢,149番地,,38.9858199903363,141.0663937940080,,6-5
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字馬場50番地,岩手県,西磐井郡平泉町,平泉字馬場,50番地,,38.9916088702760,141.0453093926610,,6-6
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字南郷128番地2,岩手県,西磐井郡平泉町,平泉字南郷,128番地2,,38.9991975643720,141.0718446257150,,6-7
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町平泉字東郷91番地,岩手県,西磐井郡平泉町,平泉字東郷,91番地,,39.0009891147222,141.0819484447700,,6-8
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町長島字矢崎3番地,岩手県,西磐井郡平泉町,長島字矢崎,3番地,,38.9957011152728,141.1363355058670,,7-1
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町長島字新田116番地,岩手県,西磐井郡平泉町,長島字新田,116番地,,38.9982888899326,141.1354143855340,,7-2
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町長島字桜木77番地,岩手県,西磐井郡平泉町,長島字桜木,77番地,,38.9980843384383,141.1542141103690,,7-3
034029,,岩手県西磐井郡平泉町,消火栓,034029,,岩手県西磐井郡平泉町長島字砂子沢158番地,岩手県,西磐井郡平泉町,長島字砂子沢,158番地,,38.9982576051892,141.1472553601150,,7-4
